content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,tokens,clean_tokens,stemmed_tokens,final_text
mudah digunakan dan real time,5,3,1.0.8,2022-03-12 02:35:54,,,"['mudah', 'digunakan', 'dan', 'real', 'time']","['mudah', 'real', 'time']","['mudah', 'real', 'time']",mudah real time
tidak ada informasi apapun yg bisa dimanfaatkan dari aplikasi ini,1,1,,2022-03-08 01:38:25,,,"['tidak', 'ada', 'informasi', 'apapun', 'yg', 'bisa', 'dimanfaatkan', 'dari', 'aplikasi', 'ini']","['informasi', 'apapun', 'dimanfaatkan', 'aplikasi']","['informasi', 'apa', 'manfaat', 'aplikasi']",informasi apa manfaat aplikasi
tepat wkt,5,1,1.0.8,2022-03-02 04:37:49,,,"['tepat', 'wkt']",['wkt'],['wkt'],wkt
aplikasi pemerintah emg selalu gini masa kalah sama aplikasi perusahaan swasta budgetnya di kemanain hadehhhhh,2,11,1.0.8,2022-02-28 12:16:31,,,"['aplikasi', 'pemerintah', 'emg', 'selalu', 'gini', 'masa', 'kalah', 'sama', 'aplikasi', 'perusahaan', 'swasta', 'budgetnya', 'di', 'kemanain', 'hadehhhhh']","['aplikasi', 'pemerintah', 'emg', 'gini', 'kalah', 'aplikasi', 'perusahaan', 'swasta', 'budgetnya', 'kemanain', 'hadehhhhh']","['aplikasi', 'perintah', 'emg', 'gin', 'kalah', 'aplikasi', 'usaha', 'swasta', 'budgetnya', 'kemanain', 'hadehhhhh']",aplikasi perintah emg gin kalah aplikasi usaha swasta budgetnya kemanain hadehhhhh
bersih dan sangat nyaman untuk digunakan,5,3,1.0.8,2022-02-26 08:26:25,,,"['bersih', 'dan', 'sangat', 'nyaman', 'untuk', 'digunakan']","['bersih', 'nyaman']","['bersih', 'nyaman']",bersih nyaman
kurang responsif layaknya google map butuh sedikit lagi perbaikan aplikasi ini memiliki potensi yang bagus sebenarnya hanya ada beberapa hal yang sudah bisa dilakukan oleh google map yang tidak bisa dilakukan aplikasi ini,2,5,1.0.7,2022-02-21 06:22:21,,,"['kurang', 'responsif', 'layaknya', 'google', 'map', 'butuh', 'sedikit', 'lagi', 'perbaikan', 'aplikasi', 'ini', 'memiliki', 'potensi', 'yang', 'bagus', 'sebenarnya', 'hanya', 'ada', 'beberapa', 'hal', 'yang', 'sudah', 'bisa', 'dilakukan', 'oleh', 'google', 'map', 'yang', 'tidak', 'bisa', 'dilakukan', 'aplikasi', 'ini']","['responsif', 'layaknya', 'google', 'map', 'butuh', 'perbaikan', 'aplikasi', 'memiliki', 'potensi', 'bagus', 'google', 'map', 'aplikasi']","['responsif', 'layak', 'google', 'map', 'butuh', 'baik', 'aplikasi', 'milik', 'potensi', 'bagus', 'google', 'map', 'aplikasi']",responsif layak google map butuh baik aplikasi milik potensi bagus google map aplikasi
setelah diperbaiki malah semakin parah sekarang tidak bisa untuk memantau pergerakan bus,2,1,1.0.7,2022-02-19 05:20:27,,,"['setelah', 'diperbaiki', 'malah', 'semakin', 'parah', 'sekarang', 'tidak', 'bisa', 'untuk', 'memantau', 'pergerakan', 'bus']","['diperbaiki', 'parah', 'memantau', 'pergerakan']","['baik', 'parah', 'pantau', 'gera']",baik parah pantau gera
sampe kapan ini aplikasi nya le errorr,1,1,1.0.7,2022-02-17 01:50:24,,,"['sampe', 'kapan', 'ini', 'aplikasi', 'nya', 'le', 'errorr']","['aplikasi', 'le', 'errorr']","['aplikasi', 'le', 'errorr']",aplikasi le errorr
thank u,5,1,1.0.7,2022-02-16 04:16:28,,,"['thank', 'u']","['thank', 'u']","['thank', 'u']",thank u
udah seminggu tidak bs di pakai lihat jadwal perbaiki dong min,2,1,1.0.7,2022-02-16 01:50:04,,,"['udah', 'seminggu', 'tidak', 'bs', 'di', 'pakai', 'lihat', 'jadwal', 'perbaiki', 'dong', 'min']","['seminggu', 'bs', 'pakai', 'lihat', 'jadwal', 'perbaiki', 'min']","['minggu', 'bs', 'pakai', 'lihat', 'jadwal', 'baik', 'min']",minggu bs pakai lihat jadwal baik min
aplikasi error mulu buset dah tidak bisa lihat bus terdekat keterangannya tidak dapat terhubung keserver padahal butuh banget aplikasi ini tolong di perbaiki ya,2,1,1.0.7,2022-02-16 00:49:18,,,"['aplikasi', 'error', 'mulu', 'buset', 'dah', 'tidak', 'bisa', 'lihat', 'bus', 'terdekat', 'keterangannya', 'tidak', 'dapat', 'terhubung', 'keserver', 'padahal', 'butuh', 'banget', 'aplikasi', 'ini', 'tolong', 'di', 'perbaiki', 'ya']","['aplikasi', 'error', 'buset', 'dah', 'lihat', 'terdekat', 'keterangannya', 'terhubung', 'keserver', 'butuh', 'banget', 'aplikasi', 'tolong', 'perbaiki']","['aplikasi', 'error', 'buset', 'dah', 'lihat', 'dekat', 'terang', 'hubung', 'keserver', 'butuh', 'banget', 'aplikasi', 'tolong', 'baik']",aplikasi error buset dah lihat dekat terang hubung keserver butuh banget aplikasi tolong baik
ada masalah tidak terhubung dengan server,4,1,1.0.7,2022-02-15 11:05:18,,,"['ada', 'masalah', 'tidak', 'terhubung', 'dengan', 'server']","['terhubung', 'server']","['hubung', 'server']",hubung server
beberapa hari tidak bisa terhubung ke server mohon segera diperbaiki,3,1,1.0.7,2022-02-15 00:55:14,,,"['beberapa', 'hari', 'tidak', 'bisa', 'terhubung', 'ke', 'server', 'mohon', 'segera', 'diperbaiki']","['terhubung', 'server', 'mohon', 'diperbaiki']","['hubung', 'server', 'mohon', 'baik']",hubung server mohon baik
kenapa aplikasi ini tidak mau nnymbung ke server padhal sudah update,1,1,1.0.7,2022-02-14 04:59:31,,,"['kenapa', 'aplikasi', 'ini', 'tidak', 'mau', 'nnymbung', 'ke', 'server', 'padhal', 'sudah', 'update']","['aplikasi', 'nnymbung', 'server', 'padhal', 'update']","['aplikasi', 'nnymbung', 'server', 'padhal', 'update']",aplikasi nnymbung server padhal update
tidak bisa terhubung se server,1,0,,2022-02-13 23:37:48,,,"['tidak', 'bisa', 'terhubung', 'se', 'server']","['terhubung', 'server']","['hubung', 'server']",hubung server
knapa akhir ini erorr tidak bisa melihat bus nya smp mna mhon diperbaiki lagi trmksh,4,1,1.0.7,2022-02-13 07:55:08,,,"['knapa', 'akhir', 'ini', 'erorr', 'tidak', 'bisa', 'melihat', 'bus', 'nya', 'smp', 'mna', 'mhon', 'diperbaiki', 'lagi', 'trmksh']","['knapa', 'erorr', 'smp', 'mna', 'mhon', 'diperbaiki', 'trmksh']","['knapa', 'erorr', 'smp', 'mna', 'mhon', 'baik', 'trmksh']",knapa erorr smp mna mhon baik trmksh
dulu bisa lancar dan bagus aplikasi tapi dari kemarin aplikasi ini di perangkat saya tidak bisa dipakai ada info tidak terhubung dengan server itu bagaimana yaaa,2,3,1.0.7,2022-02-13 02:05:32,,,"['dulu', 'bisa', 'lancar', 'dan', 'bagus', 'aplikasi', 'tapi', 'dari', 'kemarin', 'aplikasi', 'ini', 'di', 'perangkat', 'saya', 'tidak', 'bisa', 'dipakai', 'ada', 'info', 'tidak', 'terhubung', 'dengan', 'server', 'itu', 'bagaimana', 'yaaa']","['lancar', 'bagus', 'aplikasi', 'kemarin', 'aplikasi', 'perangkat', 'dipakai', 'info', 'terhubung', 'server', 'yaaa']","['lancar', 'bagus', 'aplikasi', 'kemarin', 'aplikasi', 'perangkat', 'pakai', 'info', 'hubung', 'server', 'yaaa']",lancar bagus aplikasi kemarin aplikasi perangkat pakai info hubung server yaaa
kok udh hari tidak bs dipake sich parah niih,2,1,1.0.7,2022-02-12 08:52:57,,,"['kok', 'udh', 'hari', 'tidak', 'bs', 'dipake', 'sich', 'parah', 'niih']","['bs', 'dipake', 'sich', 'parah', 'niih']","['bs', 'dipake', 'sich', 'parah', 'niih']",bs dipake sich parah niih
aplikasi kebanyakan erornya ketimbang membantunya bolak balik cek koneksi internet tulisannya kalo tidak periksa sambungan internet null ya periksa sambungan internet nal nul nal nul mbahmu pakai wifi tidak bs pakai paket data juga tidak bisa percuma wess tanya petugas halte aja sudah,1,11,1.0.7,2022-02-12 07:29:31,,,"['aplikasi', 'kebanyakan', 'erornya', 'ketimbang', 'membantunya', 'bolak', 'balik', 'cek', 'koneksi', 'internet', 'tulisannya', 'kalo', 'tidak', 'periksa', 'sambungan', 'internet', 'null', 'ya', 'periksa', 'sambungan', 'internet', 'nal', 'nul', 'nal', 'nul', 'mbahmu', 'pakai', 'wifi', 'tidak', 'bs', 'pakai', 'paket', 'data', 'juga', 'tidak', 'bisa', 'percuma', 'wess', 'tanya', 'petugas', 'halte', 'aja', 'sudah']","['aplikasi', 'kebanyakan', 'erornya', 'ketimbang', 'membantunya', 'bolak', 'cek', 'koneksi', 'internet', 'tulisannya', 'periksa', 'sambungan', 'internet', 'null', 'periksa', 'sambungan', 'internet', 'nal', 'nul', 'nal', 'nul', 'mbahmu', 'pakai', 'wifi', 'bs', 'pakai', 'paket', 'data', 'wess', 'petugas', 'halte']","['aplikasi', 'banyak', 'eror', 'ketimbang', 'bantu', 'bolak', 'cek', 'koneksi', 'internet', 'tulis', 'periksa', 'sambung', 'internet', 'null', 'periksa', 'sambung', 'internet', 'nal', 'nul', 'nal', 'nul', 'mbah', 'pakai', 'wifi', 'bs', 'pakai', 'paket', 'data', 'wess', 'tugas', 'halte']",aplikasi banyak eror ketimbang bantu bolak cek koneksi internet tulis periksa sambung internet null periksa sambung internet nal nul nal nul mbah pakai wifi bs pakai paket data wess tugas halte
semenjak pertama kali donlot mah lancar tapi sekarang mulai lemot banget padahal kuota masih banyak,4,1,1.0.7,2022-02-12 04:27:15,,,"['semenjak', 'pertama', 'kali', 'donlot', 'mah', 'lancar', 'tapi', 'sekarang', 'mulai', 'lemot', 'banget', 'padahal', 'kuota', 'masih', 'banyak']","['semenjak', 'kali', 'donlot', 'mah', 'lancar', 'lemot', 'banget', 'kuota']","['semenjak', 'kali', 'donlot', 'mah', 'lancar', 'lot', 'banget', 'kuota']",semenjak kali donlot mah lancar lot banget kuota
bisa lihat bus tran posisi dimana,5,0,,2022-01-31 02:46:44,,,"['bisa', 'lihat', 'bus', 'tran', 'posisi', 'dimana']","['lihat', 'tran', 'posisi', 'dimana']","['lihat', 'tran', 'posisi', 'mana']",lihat tran posisi mana
sayangnya aplikasi ini tidak banyak membantu apa yang saya inginkan karena untuk mencapai tujuan tak ada info dilanjutkan dengan bus rute yang mana kalau harus ganti bus di halte mana,1,3,,2022-01-26 16:19:53,,,"['sayangnya', 'aplikasi', 'ini', 'tidak', 'banyak', 'membantu', 'apa', 'yang', 'saya', 'inginkan', 'karena', 'untuk', 'mencapai', 'tujuan', 'tak', 'ada', 'info', 'dilanjutkan', 'dengan', 'bus', 'rute', 'yang', 'mana', 'kalau', 'harus', 'ganti', 'bus', 'di', 'halte', 'mana']","['sayangnya', 'aplikasi', 'membantu', 'mencapai', 'tujuan', 'info', 'dilanjutkan', 'rute', 'ganti', 'halte']","['sayang', 'aplikasi', 'bantu', 'capai', 'tuju', 'info', 'lanjut', 'rute', 'ganti', 'halte']",sayang aplikasi bantu capai tuju info lanjut rute ganti halte
sayangnya deteksi lokasi atau posisi si pemilik akun sering salah,3,0,,2022-01-21 00:41:04,,,"['sayangnya', 'deteksi', 'lokasi', 'atau', 'posisi', 'si', 'pemilik', 'akun', 'sering', 'salah']","['sayangnya', 'deteksi', 'lokasi', 'posisi', 'si', 'pemilik', 'akun', 'salah']","['sayang', 'deteksi', 'lokasi', 'posisi', 'si', 'milik', 'akun', 'salah']",sayang deteksi lokasi posisi si milik akun salah
ulasan rute koridor godean ngaglik serta ngemplak mohon ditambahkan di aplikasi ini bisa ditambahkan estimasi waktu kedatangan antar bus sementara itu dulu ulasannya tengkyuuu,4,3,1.0.7,2022-01-12 13:44:09,,,"['ulasan', 'rute', 'koridor', 'godean', 'ngaglik', 'serta', 'ngemplak', 'mohon', 'ditambahkan', 'di', 'aplikasi', 'ini', 'bisa', 'ditambahkan', 'estimasi', 'waktu', 'kedatangan', 'antar', 'bus', 'sementara', 'itu', 'dulu', 'ulasannya', 'tengkyuuu']","['ulasan', 'rute', 'koridor', 'godean', 'ngaglik', 'ngemplak', 'mohon', 'aplikasi', 'estimasi', 'kedatangan', 'ulasannya', 'tengkyuuu']","['ulas', 'rute', 'koridor', 'godean', 'ngaglik', 'ngemplak', 'mohon', 'aplikasi', 'estimasi', 'datang', 'ulas', 'tengkyuuu']",ulas rute koridor godean ngaglik ngemplak mohon aplikasi estimasi datang ulas tengkyuuu
tadi saya naik a dari ahmad dahlan tujuan di bandara tapi kenapa saya di turunkan di pasar ngabean terus kata petugas yang jaga di halte ngabean sebenarnya tadi masih bisa beroperasi untuk tujuan bandara akhirnya saya di oper bus lagi dan ternyata bus nya tidak sampai ke bandara katanya tujuan terakhir di sgm dan ujung nya saya naik gojek saya di sini merasa di rugikan tolong ya untuk crew bus nya di kasih arahan lagi untuk kedepan nya yang lebih baik,1,8,1.0.7,2022-01-02 12:22:40,,,"['tadi', 'saya', 'naik', 'a', 'dari', 'ahmad', 'dahlan', 'tujuan', 'di', 'bandara', 'tapi', 'kenapa', 'saya', 'di', 'turunkan', 'di', 'pasar', 'ngabean', 'terus', 'kata', 'petugas', 'yang', 'jaga', 'di', 'halte', 'ngabean', 'sebenarnya', 'tadi', 'masih', 'bisa', 'beroperasi', 'untuk', 'tujuan', 'bandara', 'akhirnya', 'saya', 'di', 'oper', 'bus', 'lagi', 'dan', 'ternyata', 'bus', 'nya', 'tidak', 'sampai', 'ke', 'bandara', 'katanya', 'tujuan', 'terakhir', 'di', 'sgm', 'dan', 'ujung', 'nya', 'saya', 'naik', 'gojek', 'saya', 'di', 'sini', 'merasa', 'di', 'rugikan', 'tolong', 'ya', 'untuk', 'crew', 'bus', 'nya', 'di', 'kasih', 'arahan', 'lagi', 'untuk', 'kedepan', 'nya', 'yang', 'lebih', 'baik']","['a', 'ahmad', 'dahlan', 'tujuan', 'bandara', 'turunkan', 'pasar', 'ngabean', 'petugas', 'jaga', 'halte', 'ngabean', 'beroperasi', 'tujuan', 'bandara', 'oper', 'bandara', 'tujuan', 'sgm', 'ujung', 'gojek', 'rugikan', 'tolong', 'crew', 'kasih', 'arahan', 'kedepan', 'baik']","['a', 'ahmad', 'dahlan', 'tuju', 'bandara', 'turun', 'pasar', 'ngabean', 'tugas', 'jaga', 'halte', 'ngabean', 'operasi', 'tuju', 'bandara', 'oper', 'bandara', 'tuju', 'sgm', 'ujung', 'gojek', 'rugi', 'tolong', 'crew', 'kasih', 'arah', 'depan', 'baik']",a ahmad dahlan tuju bandara turun pasar ngabean tugas jaga halte ngabean operasi tuju bandara oper bandara tuju sgm ujung gojek rugi tolong crew kasih arah depan baik
keren informatif solutif,5,0,1.0.7,2021-12-29 23:11:43,,,"['keren', 'informatif', 'solutif']","['keren', 'informatif', 'solutif']","['keren', 'informatif', 'solutif']",keren informatif solutif
isinya cm rute aja cari di google tanya penjaga bisa saran misal nulis tujuan di bagian map kemudian di arahkan naik apa gitu sekarang ini disediakan map tapi gk da gunanya buat apa coba mau nyaingin google map contoh tu gojek kasih keterangan misal a datang sekitar menit sekali klw bisa setiap bus ada signal nya jadi tahu posisi bus yg sdg ditunggu sudah sampe mana wkwk klw ini bisa sumpah keren bgt aku kasih jempol ada fitur info misal peralihan jalur promo dll,3,16,1.0.7,2021-12-03 10:07:33,,,"['isinya', 'cm', 'rute', 'aja', 'cari', 'di', 'google', 'tanya', 'penjaga', 'bisa', 'saran', 'misal', 'nulis', 'tujuan', 'di', 'bagian', 'map', 'kemudian', 'di', 'arahkan', 'naik', 'apa', 'gitu', 'sekarang', 'ini', 'disediakan', 'map', 'tapi', 'gk', 'da', 'gunanya', 'buat', 'apa', 'coba', 'mau', 'nyaingin', 'google', 'map', 'contoh', 'tu', 'gojek', 'kasih', 'keterangan', 'misal', 'a', 'datang', 'sekitar', 'menit', 'sekali', 'klw', 'bisa', 'setiap', 'bus', 'ada', 'signal', 'nya', 'jadi', 'tahu', 'posisi', 'bus', 'yg', 'sdg', 'ditunggu', 'sudah', 'sampe', 'mana', 'wkwk', 'klw', 'ini', 'bisa', 'sumpah', 'keren', 'bgt', 'aku', 'kasih', 'jempol', 'ada', 'fitur', 'info', 'misal', 'peralihan', 'jalur', 'promo', 'dll']","['isinya', 'cm', 'rute', 'cari', 'google', 'penjaga', 'saran', 'nulis', 'tujuan', 'map', 'arahkan', 'gitu', 'disediakan', 'map', 'da', 'gunanya', 'coba', 'nyaingin', 'google', 'map', 'contoh', 'tu', 'gojek', 'kasih', 'keterangan', 'a', 'menit', 'klw', 'signal', 'posisi', 'sdg', 'ditunggu', 'wkwk', 'klw', 'sumpah', 'keren', 'kasih', 'jempol', 'fitur', 'info', 'peralihan', 'jalur', 'promo', 'dll']","['isi', 'cm', 'rute', 'cari', 'google', 'jaga', 'saran', 'nulis', 'tuju', 'map', 'arah', 'gitu', 'sedia', 'map', 'da', 'guna', 'coba', 'nyaingin', 'google', 'map', 'contoh', 'tu', 'gojek', 'kasih', 'terang', 'a', 'menit', 'klw', 'signal', 'posisi', 'sdg', 'tunggu', 'wkwk', 'klw', 'sumpah', 'keren', 'kasih', 'jempol', 'fitur', 'info', 'alih', 'jalur', 'promo', 'dll']",isi cm rute cari google jaga saran nulis tuju map arah gitu sedia map da guna coba nyaingin google map contoh tu gojek kasih terang a menit klw signal posisi sdg tunggu wkwk klw sumpah keren kasih jempol fitur info alih jalur promo dll
lebih disempurnakan,4,0,1.0.7,2021-11-30 02:23:19,,,"['lebih', 'disempurnakan']",['disempurnakan'],['sempurna'],sempurna
baru tahu kalo aplikasi ini ada dan membantu sekaleeeee kemana aja gw selama ini tidak hapal sama jalur jadi tanya terus sama keneknya,5,6,1.0.7,2021-11-14 02:06:59,,,"['baru', 'tahu', 'kalo', 'aplikasi', 'ini', 'ada', 'dan', 'membantu', 'sekaleeeee', 'kemana', 'aja', 'gw', 'selama', 'ini', 'tidak', 'hapal', 'sama', 'jalur', 'jadi', 'tanya', 'terus', 'sama', 'keneknya']","['aplikasi', 'membantu', 'sekaleeeee', 'kemana', 'hapal', 'jalur', 'keneknya']","['aplikasi', 'bantu', 'sekaleeeee', 'mana', 'hapal', 'jalur', 'kenek']",aplikasi bantu sekaleeeee mana hapal jalur kenek
rute bus dari pakem belum ada kah,4,6,1.0.7,2021-10-07 16:41:37,,,"['rute', 'bus', 'dari', 'pakem', 'belum', 'ada', 'kah']","['rute', 'pakem', 'kah']","['rute', 'pakem', 'kah']",rute pakem kah
untuk transit ke daerah babarsari atau kledokan bener membingungkan jalur b kota jadwal kedatangan diaplikasi menit teruus mending digreyout aja min estimasinya yang udah gerak aja,3,0,,2021-10-05 03:11:20,,,"['untuk', 'transit', 'ke', 'daerah', 'babarsari', 'atau', 'kledokan', 'bener', 'membingungkan', 'jalur', 'b', 'kota', 'jadwal', 'kedatangan', 'diaplikasi', 'menit', 'teruus', 'mending', 'digreyout', 'aja', 'min', 'estimasinya', 'yang', 'udah', 'gerak', 'aja']","['transit', 'daerah', 'babarsari', 'kledokan', 'bener', 'membingungkan', 'jalur', 'b', 'kota', 'jadwal', 'kedatangan', 'diaplikasi', 'menit', 'teruus', 'mending', 'digreyout', 'min', 'estimasinya', 'gerak']","['transit', 'daerah', 'babarsari', 'kledokan', 'bener', 'bingung', 'jalur', 'b', 'kota', 'jadwal', 'datang', 'aplikasi', 'menit', 'teruus', 'mending', 'digreyout', 'min', 'estimasi', 'gerak']",transit daerah babarsari kledokan bener bingung jalur b kota jadwal datang aplikasi menit teruus mending digreyout min estimasi gerak
membantu bagi yang belum tahu transjogja,5,1,1.0.6,2021-08-23 04:41:21,,,"['membantu', 'bagi', 'yang', 'belum', 'tahu', 'transjogja']",['membantu'],['bantu'],bantu
makin lama makin parah transjogja transjogja bus dikit jarakny lama capek di jalan mending diganti aj,1,2,1.0.6,2021-06-18 07:04:52,,,"['makin', 'lama', 'makin', 'parah', 'transjogja', 'transjogja', 'bus', 'dikit', 'jarakny', 'lama', 'capek', 'di', 'jalan', 'mending', 'diganti', 'aj']","['parah', 'dikit', 'jarakny', 'capek', 'jalan', 'mending', 'diganti', 'aj']","['parah', 'dikit', 'jarakny', 'capek', 'jalan', 'mending', 'ganti', 'aj']",parah dikit jarakny capek jalan mending ganti aj
lumayan sih cuma sy boleh saran tidak gambar bus di peta jangan dicepetin susah liatnya bus udh dimana gitu sekian saran dari saya terimakasih,5,5,1.0.6,2021-06-17 09:00:56,,,"['lumayan', 'sih', 'cuma', 'sy', 'boleh', 'saran', 'tidak', 'gambar', 'bus', 'di', 'peta', 'jangan', 'dicepetin', 'susah', 'liatnya', 'bus', 'udh', 'dimana', 'gitu', 'sekian', 'saran', 'dari', 'saya', 'terimakasih']","['lumayan', 'sy', 'saran', 'gambar', 'peta', 'dicepetin', 'susah', 'liatnya', 'dimana', 'gitu', 'sekian', 'saran', 'terimakasih']","['lumayan', 'sy', 'saran', 'gambar', 'peta', 'dicepetin', 'susah', 'liat', 'mana', 'gitu', 'sekian', 'saran', 'terimakasih']",lumayan sy saran gambar peta dicepetin susah liat mana gitu sekian saran terimakasih
kalo bisa tambahin jadwal jam keberangkatan dong tapi sejauh ini sudah sangat membantu sih,4,3,1.0.6,2021-04-08 03:06:32,,,"['kalo', 'bisa', 'tambahin', 'jadwal', 'jam', 'keberangkatan', 'dong', 'tapi', 'sejauh', 'ini', 'sudah', 'sangat', 'membantu', 'sih']","['tambahin', 'jadwal', 'jam', 'keberangkatan', 'membantu']","['tambahin', 'jadwal', 'jam', 'berangkat', 'bantu']",tambahin jadwal jam berangkat bantu
sangat membantu sekali untuk mobilitas selama dijogja top markotop,5,0,,2021-02-18 13:51:42,,,"['sangat', 'membantu', 'sekali', 'untuk', 'mobilitas', 'selama', 'dijogja', 'top', 'markotop']","['membantu', 'mobilitas', 'dijogja', 'top', 'markotop']","['bantu', 'mobilitas', 'dijogja', 'top', 'markotop']",bantu mobilitas dijogja top markotop
masih banyak yg perlu di benahi masih ada jurusan yg belum tercatat di aplikasi dan spot halte yg belum tercatat di jurusan tersebut contohnya jurusan gamping ngabean via lapangan kasihan dan juga ktka kita mensearch destinasi di kolom pencarian aplikasi tidak bekerja menunjukkan panduan halte terdekat dan cenderung ngawur justru aplikasi moovit malah yg menunjukkan kita dan juga jurusan pakem juga belum tercatat dan transjogja ini lucu sih kdg sampe lewat jalan kampung tapi nggk ada halte,2,8,1.0.5,2021-01-15 01:20:35,,,"['masih', 'banyak', 'yg', 'perlu', 'di', 'benahi', 'masih', 'ada', 'jurusan', 'yg', 'belum', 'tercatat', 'di', 'aplikasi', 'dan', 'spot', 'halte', 'yg', 'belum', 'tercatat', 'di', 'jurusan', 'tersebut', 'contohnya', 'jurusan', 'gamping', 'ngabean', 'via', 'lapangan', 'kasihan', 'dan', 'juga', 'ktka', 'kita', 'mensearch', 'destinasi', 'di', 'kolom', 'pencarian', 'aplikasi', 'tidak', 'bekerja', 'menunjukkan', 'panduan', 'halte', 'terdekat', 'dan', 'cenderung', 'ngawur', 'justru', 'aplikasi', 'moovit', 'malah', 'yg', 'menunjukkan', 'kita', 'dan', 'juga', 'jurusan', 'pakem', 'juga', 'belum', 'tercatat', 'dan', 'transjogja', 'ini', 'lucu', 'sih', 'kdg', 'sampe', 'lewat', 'jalan', 'kampung', 'tapi', 'nggk', 'ada', 'halte']","['benahi', 'jurusan', 'tercatat', 'aplikasi', 'spot', 'halte', 'tercatat', 'jurusan', 'contohnya', 'jurusan', 'gamping', 'ngabean', 'via', 'lapangan', 'kasihan', 'ktka', 'mensearch', 'destinasi', 'kolom', 'pencarian', 'aplikasi', 'panduan', 'halte', 'terdekat', 'cenderung', 'ngawur', 'aplikasi', 'moovit', 'jurusan', 'pakem', 'tercatat', 'lucu', 'kdg', 'jalan', 'kampung', 'nggk', 'halte']","['benah', 'jurus', 'catat', 'aplikasi', 'spot', 'halte', 'catat', 'jurus', 'contoh', 'jurus', 'gamping', 'ngabean', 'via', 'lapang', 'kasihan', 'ktka', 'mensearch', 'destinasi', 'kolom', 'cari', 'aplikasi', 'pandu', 'halte', 'dekat', 'cenderung', 'ngawur', 'aplikasi', 'moovit', 'jurus', 'pakem', 'catat', 'lucu', 'kdg', 'jalan', 'kampung', 'nggk', 'halte']",benah jurus catat aplikasi spot halte catat jurus contoh jurus gamping ngabean via lapang kasihan ktka mensearch destinasi kolom cari aplikasi pandu halte dekat cenderung ngawur aplikasi moovit jurus pakem catat lucu kdg jalan kampung nggk halte
sangat membantu biar bisa pas jalan ke halte semoga semua bisa segera normal jadi operasional transjogja juga normal lagi sampai malam,5,5,1.0.5,2020-12-19 05:10:21,,,"['sangat', 'membantu', 'biar', 'bisa', 'pas', 'jalan', 'ke', 'halte', 'semoga', 'semua', 'bisa', 'segera', 'normal', 'jadi', 'operasional', 'transjogja', 'juga', 'normal', 'lagi', 'sampai', 'malam']","['membantu', 'biar', 'pas', 'jalan', 'halte', 'semoga', 'normal', 'operasional', 'normal', 'malam']","['bantu', 'biar', 'pas', 'jalan', 'halte', 'moga', 'normal', 'operasional', 'normal', 'malam']",bantu biar pas jalan halte moga normal operasional normal malam
sangat tepat dan efektif sekali,5,1,1.0.5,2020-12-13 13:29:40,,,"['sangat', 'tepat', 'dan', 'efektif', 'sekali']",['efektif'],['efektif'],efektif
mohon sertakan jam operasinya juga min dari jam berapa sampai jam berapa biar orang pemula seperti saya tidak kebingungan takutnya pas ke halte tau halte tutup terimakasih,5,2,1.0.3,2020-11-16 08:52:53,"Terima kasih kak masukannya , segera kami tambahkan fitur ini. da~",2020-11-24 07:48:44,"['mohon', 'sertakan', 'jam', 'operasinya', 'juga', 'min', 'dari', 'jam', 'berapa', 'sampai', 'jam', 'berapa', 'biar', 'orang', 'pemula', 'seperti', 'saya', 'tidak', 'kebingungan', 'takutnya', 'pas', 'ke', 'halte', 'tau', 'halte', 'tutup', 'terimakasih']","['mohon', 'sertakan', 'jam', 'operasinya', 'min', 'jam', 'jam', 'biar', 'orang', 'pemula', 'kebingungan', 'takutnya', 'pas', 'halte', 'tau', 'halte', 'tutup', 'terimakasih']","['mohon', 'serta', 'jam', 'operasi', 'min', 'jam', 'jam', 'biar', 'orang', 'mula', 'bingung', 'takut', 'pas', 'halte', 'tau', 'halte', 'tutup', 'terimakasih']",mohon serta jam operasi min jam jam biar orang mula bingung takut pas halte tau halte tutup terimakasih
cukup to the point infonya mau kemana fitur tersebut juga sangat membantu saya jadi pengen ke transjogja lagiiiiiiiii,5,3,1.0.3,2020-11-15 13:29:00,,,"['cukup', 'to', 'the', 'point', 'infonya', 'mau', 'kemana', 'fitur', 'tersebut', 'juga', 'sangat', 'membantu', 'saya', 'jadi', 'pengen', 'ke', 'transjogja', 'lagiiiiiiiii']","['to', 'the', 'point', 'infonya', 'kemana', 'fitur', 'membantu', 'pengen', 'lagiiiiiiiii']","['to', 'the', 'point', 'info', 'mana', 'fitur', 'bantu', 'ken', 'lagiiiiiiiii']",to the point info mana fitur bantu ken lagiiiiiiiii
baik dan membantu,5,2,1.0.3,2020-10-28 04:49:47,,,"['baik', 'dan', 'membantu']","['baik', 'membantu']","['baik', 'bantu']",baik bantu
rute baru yang ke pasar pakem kok tidak ada ya,5,0,,2020-10-28 04:40:27,"Terima kasih kak masukannya , untuk rute pasar pakem di kelola oleh teman bus kak.",2020-11-24 07:49:46,"['rute', 'baru', 'yang', 'ke', 'pasar', 'pakem', 'kok', 'tidak', 'ada', 'ya']","['rute', 'pasar', 'pakem']","['rute', 'pasar', 'pakem']",rute pasar pakem
cara pakenya gmna si,4,1,1.0.3,2020-10-24 08:05:33,,,"['cara', 'pakenya', 'gmna', 'si']","['pakenya', 'gmna', 'si']","['pakenya', 'gmna', 'si']",pakenya gmna si
