content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,content_cleaned,content_cleaned_stopwords,tokens,clean_tokens,stemmed_tokens,final_text,text_length,score_label
"real-time, sangat membantu.",5,0,2.3.2,2025-05-26 10:25:53,,,real time sangat membantu,real time membantu,"['real', 'time', 'sangat', 'membantu']","['real', 'time', 'membantu']","['real', 'time', 'bantu']",real time bantu,3,Positive
sudah armadanya sedikit. eh untuk beberapa rute malah ada beberapa jurusan bus ada yang dihapus. ini gimana sih bus transjogja malah makin kurang kualitasnya. gak jelas!,1,0,,2025-05-22 06:57:23,,,sudah armadanya sedikit eh untuk beberapa rute malah ada beberapa jurusan bus ada yang dihapus ini gimana sih bus transjogja malah makin kurang kualitasnya tidak jelas,armadanya eh rute jurusan bus dihapus gimana bus transjogja kualitasnya,"['sudah', 'armadanya', 'sedikit', 'eh', 'untuk', 'beberapa', 'rute', 'malah', 'ada', 'beberapa', 'jurusan', 'bus', 'ada', 'yang', 'dihapus', 'ini', 'gimana', 'sih', 'bus', 'transjogja', 'malah', 'makin', 'kurang', 'kualitasnya', 'tidak', 'jelas']","['armadanya', 'eh', 'rute', 'jurusan', 'bus', 'dihapus', 'gimana', 'bus', 'transjogja', 'kualitasnya']","['armada', 'eh', 'rute', 'jurus', 'bus', 'hapus', 'gimana', 'bus', 'transjogja', 'kualitas']",armada eh rute jurus bus hapus gimana bus transjogja kualitas,10,Negative
"utk jalur 8 kenapa portable kronggahan dihilangkan ,padahal membantu bagi yg mau ke rsa ugm,portable sepanjang jl godean setelah dentes padahal kurang penumpangnya,tp malah ada banyak,kalau alasannya krn pengerjaan tol,nunggu berapa tahun selesainya,makasih.",5,0,2.3.2,2025-05-19 11:21:46,,,untuk jalur kenapa portable kronggahan dihilangkan padahal membantu bagi yang mau ke rsa ugm portable sepanjang jl godean setelah dentes padahal kurang penumpangnya tapi malah ada banyak kalau alasannya krn pengerjaan tol menunggu berapa tahun selesainya terimakasih,jalur portable kronggahan dihilangkan membantu rsa ugm portable jl godean dentes penumpangnya alasannya krn pengerjaan tol menunggu selesainya terimakasih,"['untuk', 'jalur', 'kenapa', 'portable', 'kronggahan', 'dihilangkan', 'padahal', 'membantu', 'bagi', 'yang', 'mau', 'ke', 'rsa', 'ugm', 'portable', 'sepanjang', 'jl', 'godean', 'setelah', 'dentes', 'padahal', 'kurang', 'penumpangnya', 'tapi', 'malah', 'ada', 'banyak', 'kalau', 'alasannya', 'krn', 'pengerjaan', 'tol', 'menunggu', 'berapa', 'tahun', 'selesainya', 'terimakasih']","['jalur', 'portable', 'kronggahan', 'dihilangkan', 'membantu', 'rsa', 'ugm', 'portable', 'jl', 'godean', 'dentes', 'penumpangnya', 'alasannya', 'krn', 'pengerjaan', 'tol', 'menunggu', 'selesainya', 'terimakasih']","['jalur', 'portable', 'kronggahan', 'hilang', 'bantu', 'rsa', 'ugm', 'portable', 'jl', 'godean', 'dentes', 'tumpang', 'alas', 'krn', 'kerja', 'tol', 'tunggu', 'selesai', 'terimakasih']",jalur portable kronggahan hilang bantu rsa ugm portable jl godean dentes tumpang alas krn kerja tol tunggu selesai terimakasih,19,Positive
"kecewa, saya lagi buru2 bisa bisanya bis no 9 gk berhenti di wojo, intinya kernet bis nya suruh buka mata kalo ada halte",1,0,,2025-05-14 06:38:59,,,kecewa saya lagi buru bisa bisanya bus no tidak berhenti di wojo intinya kernet bus nya suruh buka mata kalau ada halte,kecewa buru bisanya bus no berhenti wojo intinya kernet bus suruh buka mata halte,"['kecewa', 'saya', 'lagi', 'buru', 'bisa', 'bisanya', 'bus', 'no', 'tidak', 'berhenti', 'di', 'wojo', 'intinya', 'kernet', 'bus', 'nya', 'suruh', 'buka', 'mata', 'kalau', 'ada', 'halte']","['kecewa', 'buru', 'bisanya', 'bus', 'no', 'berhenti', 'wojo', 'intinya', 'kernet', 'bus', 'suruh', 'buka', 'mata', 'halte']","['kecewa', 'buru', 'bisa', 'bus', 'no', 'henti', 'wojo', 'inti', 'kernet', 'bus', 'suruh', 'buka', 'mata', 'halte']",kecewa buru bisa bus no henti wojo inti kernet bus suruh buka mata halte,14,Negative
"dgn aplikasi ni sangat membantu kejujuran pramugara untuk mengisi jmlah pnumpang..! trimakasi sukses kedepan trjaga, lbih baik",5,1,2.2.1,2025-05-13 09:42:18,,,dengan aplikasi ni sangat membantu kejujuran pramugara untuk mengisi jmlah pnumpang trimakasi sukses kedepan trjaga lbih baik,aplikasi ni membantu kejujuran pramugara mengisi jmlah pnumpang trimakasi sukses kedepan trjaga lbih baik,"['dengan', 'aplikasi', 'ni', 'sangat', 'membantu', 'kejujuran', 'pramugara', 'untuk', 'mengisi', 'jmlah', 'pnumpang', 'trimakasi', 'sukses', 'kedepan', 'trjaga', 'lbih', 'baik']","['aplikasi', 'ni', 'membantu', 'kejujuran', 'pramugara', 'mengisi', 'jmlah', 'pnumpang', 'trimakasi', 'sukses', 'kedepan', 'trjaga', 'lbih', 'baik']","['aplikasi', 'ni', 'bantu', 'jujur', 'pramugara', 'isi', 'jmlah', 'pnumpang', 'trimakasi', 'sukses', 'depan', 'trjaga', 'lbih', 'baik']",aplikasi ni bantu jujur pramugara isi jmlah pnumpang trimakasi sukses depan trjaga lbih baik,14,Positive
mantul,5,0,,2025-05-09 22:56:33,,,mantul,mantul,['mantul'],['mantul'],['mantul'],mantul,1,Positive
untuk bis jalur 13 arah pasar belut godean tidak terdeteksi di aplikasi,4,0,2.3.2,2025-05-09 11:15:47,,,untuk bus jalur arah pasar belut godean tidak terdeteksi di aplikasi,bus jalur arah pasar belut godean terdeteksi aplikasi,"['untuk', 'bus', 'jalur', 'arah', 'pasar', 'belut', 'godean', 'tidak', 'terdeteksi', 'di', 'aplikasi']","['bus', 'jalur', 'arah', 'pasar', 'belut', 'godean', 'terdeteksi', 'aplikasi']","['bus', 'jalur', 'arah', 'pasar', 'belut', 'godean', 'deteksi', 'aplikasi']",bus jalur arah pasar belut godean deteksi aplikasi,8,Positive
"pelayanan karyawan sangat buruk,bis panas tidak seprti di solo.",1,1,2.3.2,2025-05-05 04:37:19,,,pelayanan karyawan sangat buruk bus panas tidak seprti di solo,pelayanan karyawan buruk bus panas seprti solo,"['pelayanan', 'karyawan', 'sangat', 'buruk', 'bus', 'panas', 'tidak', 'seprti', 'di', 'solo']","['pelayanan', 'karyawan', 'buruk', 'bus', 'panas', 'seprti', 'solo']","['layan', 'karyawan', 'buruk', 'bus', 'panas', 'seprti', 'solo']",layan karyawan buruk bus panas seprti solo,7,Negative
istimewa sangat membantu dan memudahkan,5,0,2.3.2,2025-05-04 01:31:18,,,istimewa sangat membantu dan memudahkan,istimewa membantu memudahkan,"['istimewa', 'sangat', 'membantu', 'dan', 'memudahkan']","['istimewa', 'membantu', 'memudahkan']","['istimewa', 'bantu', 'mudah']",istimewa bantu mudah,3,Positive
good great,5,0,2.3.1,2025-05-02 04:18:33,,,good great,good great,"['good', 'great']","['good', 'great']","['good', 'great']",good great,2,Positive
bagus,5,0,,2025-04-27 10:51:29,,,bagus,bagus,['bagus'],['bagus'],['bagus'],bagus,1,Positive
baik,4,0,,2025-04-21 07:33:21,,,baik,baik,['baik'],['baik'],['baik'],baik,1,Positive
buka 24jam dong,5,0,2.3.1,2025-04-18 09:53:29,,,buka jam dong,buka jam,"['buka', 'jam', 'dong']","['buka', 'jam']","['buka', 'jam']",buka jam,2,Positive
baik,4,0,,2025-04-17 14:48:31,,,baik,baik,['baik'],['baik'],['baik'],baik,1,Positive
joss bisa tau posisi bus,5,0,2.3.1,2025-04-17 03:27:40,,,jos bisa tahu posisi bus,jos posisi bus,"['jos', 'bisa', 'tahu', 'posisi', 'bus']","['jos', 'posisi', 'bus']","['jos', 'posisi', 'bus']",jos posisi bus,3,Positive
"sekarang banyak rite yang diubah dan ditiadakan, dulu saya sering menggunakan transportasi ini untuk pergi kekampus dan tempat lain lain tapi karena perubahan ini saya jadi jarang menggunakan. harapan saya semoga transjogja bisa ditingkatkan lagi, ditambah jalur bukan malah seperti yang sekarang",3,0,2.3.1,2025-04-16 05:11:26,,,sekarang banyak rite yang diubah dan ditiadakan dulu saya sering menggunakan transportasi ini untuk pergi kekampus dan tempat lain lain tapi karena perubahan ini saya jadi jarang menggunakan harapan saya semoga transjogja bisa ditingkatkan lagi ditambah jalur bukan malah seperti yang sekarang,rite diubah ditiadakan transportasi pergi kekampus perubahan jarang harapan semoga transjogja ditingkatkan ditambah jalur,"['sekarang', 'banyak', 'rite', 'yang', 'diubah', 'dan', 'ditiadakan', 'dulu', 'saya', 'sering', 'menggunakan', 'transportasi', 'ini', 'untuk', 'pergi', 'kekampus', 'dan', 'tempat', 'lain', 'lain', 'tapi', 'karena', 'perubahan', 'ini', 'saya', 'jadi', 'jarang', 'menggunakan', 'harapan', 'saya', 'semoga', 'transjogja', 'bisa', 'ditingkatkan', 'lagi', 'ditambah', 'jalur', 'bukan', 'malah', 'seperti', 'yang', 'sekarang']","['rite', 'diubah', 'ditiadakan', 'transportasi', 'pergi', 'kekampus', 'perubahan', 'jarang', 'harapan', 'semoga', 'transjogja', 'ditingkatkan', 'ditambah', 'jalur']","['rite', 'ubah', 'tiada', 'transportasi', 'pergi', 'kampus', 'ubah', 'jarang', 'harap', 'moga', 'transjogja', 'tingkat', 'tambah', 'jalur']",rite ubah tiada transportasi pergi kampus ubah jarang harap moga transjogja tingkat tambah jalur,14,Neutral
kereeen,5,0,2.3.1,2025-04-14 10:16:36,,,kereeen,kereeen,['kereeen'],['kereeen'],['kereeen'],kereeen,1,Positive
"apk gk jelas, nomer penumpang sering ngebug terus tempat busnya juga sering delay",1,0,2.3.1,2025-04-14 06:52:37,,,aplikasi tidak jelas nomer penumpang sering ngebug terus tempat bus juga sering delay,aplikasi nomer penumpang ngebug bus delay,"['aplikasi', 'tidak', 'jelas', 'nomer', 'penumpang', 'sering', 'ngebug', 'terus', 'tempat', 'bus', 'juga', 'sering', 'delay']","['aplikasi', 'nomer', 'penumpang', 'ngebug', 'bus', 'delay']","['aplikasi', 'nomer', 'tumpang', 'ngebug', 'bus', 'delay']",aplikasi nomer tumpang ngebug bus delay,6,Negative
sangat membantu sekali ,5,0,2.3.1,2025-04-12 13:53:22,,,sangat membantu sekali,membantu,"['sangat', 'membantu', 'sekali']",['membantu'],['bantu'],bantu,1,Positive
"tolong untuk jalur jalan raya magelang jam operasional dibuka sampai jam 9 malam, krn kami para pekerja sangat susah. terima kasih....",3,0,2.3.1,2025-04-11 13:14:16,,,tolong untuk jalur jalan raya magelang jam operasional dibuka sampai jam malam krn kami para pekerja sangat susah terimakasih,tolong jalur jalan raya magelang jam operasional dibuka jam malam krn pekerja susah terimakasih,"['tolong', 'untuk', 'jalur', 'jalan', 'raya', 'magelang', 'jam', 'operasional', 'dibuka', 'sampai', 'jam', 'malam', 'krn', 'kami', 'para', 'pekerja', 'sangat', 'susah', 'terimakasih']","['tolong', 'jalur', 'jalan', 'raya', 'magelang', 'jam', 'operasional', 'dibuka', 'jam', 'malam', 'krn', 'pekerja', 'susah', 'terimakasih']","['tolong', 'jalur', 'jalan', 'raya', 'magelang', 'jam', 'operasional', 'buka', 'jam', 'malam', 'krn', 'kerja', 'susah', 'terimakasih']",tolong jalur jalan raya magelang jam operasional buka jam malam krn kerja susah terimakasih,14,Neutral
"interval bus nya sangat lama, tidak seperti teman bus pendahulunya.",1,0,2.3.0,2025-04-11 10:42:36,,,interval bus nya sangat lama tidak seperti teman bus pendahulunya,interval bus teman bus pendahulunya,"['interval', 'bus', 'nya', 'sangat', 'lama', 'tidak', 'seperti', 'teman', 'bus', 'pendahulunya']","['interval', 'bus', 'teman', 'bus', 'pendahulunya']","['interval', 'bus', 'teman', 'bus', 'dahulu']",interval bus teman bus dahulu,5,Negative
saya mau beri plus untuk aplikasi ini,5,0,,2025-04-07 15:27:36,,,saya mau beri plus untuk aplikasi ini,plus aplikasi,"['saya', 'mau', 'beri', 'plus', 'untuk', 'aplikasi', 'ini']","['plus', 'aplikasi']","['plus', 'aplikasi']",plus aplikasi,2,Positive
"sedikit kecewa karena penggunaan fitur etiket tidak bisa digunakan, petugas malah tidak tau adanya fitur ini, ujungnya saya harus bayar lagi",4,0,,2025-04-05 04:47:31,,,sedikit kecewa karena penggunaan fitur etiket tidak bisa digunakan petugas malah tidak tahu adanya fitur ini ujungnya saya harus bayar lagi,kecewa penggunaan fitur etiket petugas fitur ujungnya bayar,"['sedikit', 'kecewa', 'karena', 'penggunaan', 'fitur', 'etiket', 'tidak', 'bisa', 'digunakan', 'petugas', 'malah', 'tidak', 'tahu', 'adanya', 'fitur', 'ini', 'ujungnya', 'saya', 'harus', 'bayar', 'lagi']","['kecewa', 'penggunaan', 'fitur', 'etiket', 'petugas', 'fitur', 'ujungnya', 'bayar']","['kecewa', 'guna', 'fitur', 'etiket', 'tugas', 'fitur', 'ujung', 'bayar']",kecewa guna fitur etiket tugas fitur ujung bayar,8,Positive
mantap,5,0,2.3.1,2025-04-02 12:18:44,,,mantap,mantap,['mantap'],['mantap'],['mantap'],mantap,1,Positive
membantu perjalanan,4,0,2.3.0,2025-03-29 00:05:24,,,membantu perjalanan,membantu perjalanan,"['membantu', 'perjalanan']","['membantu', 'perjalanan']","['bantu', 'jalan']",bantu jalan,2,Positive
"kalau aplikasi pelayanan publik nggak perlu update terus harusnya yg pakai aplikasi ini kan kalangan menengah kebawah yang artinya punya paket internet minim kalau update terus terusan tekor paketnya apalagi suruh bayar aplikasinya nggak ada yg mau, paling yg beli app yg mampu tapi apakah mereka pengguna bis trans jogja? tolong diperbaiki app nya atau nggak usah sama sekali nggak begitu penting kok.",3,2,2.3.0,2025-03-28 12:36:36,,,kalau aplikasi pelayanan publik tidak perlu update terus harusnya yang pakai aplikasi ini kan kalangan menengah kebawah yang artinya punya paket internet minim kalau update terus terusan tekor paketnya apalagi suruh bayar aplikasi tidak ada yang mau paling yang beli aplikasi yang mampu tapi apakah mereka pengguna bus transjogja transjogja tolong diperbaiki aplikasi nya atau tidak usah sama sekali tidak begitu penting kok,aplikasi pelayanan publik update pakai aplikasi kalangan menengah kebawah paket internet minim update terusan tekor paketnya suruh bayar aplikasi beli aplikasi pengguna bus transjogja transjogja tolong diperbaiki aplikasi,"['kalau', 'aplikasi', 'pelayanan', 'publik', 'tidak', 'perlu', 'update', 'terus', 'harusnya', 'yang', 'pakai', 'aplikasi', 'ini', 'kan', 'kalangan', 'menengah', 'kebawah', 'yang', 'artinya', 'punya', 'paket', 'internet', 'minim', 'kalau', 'update', 'terus', 'terusan', 'tekor', 'paketnya', 'apalagi', 'suruh', 'bayar', 'aplikasi', 'tidak', 'ada', 'yang', 'mau', 'paling', 'yang', 'beli', 'aplikasi', 'yang', 'mampu', 'tapi', 'apakah', 'mereka', 'pengguna', 'bus', 'transjogja', 'transjogja', 'tolong', 'diperbaiki', 'aplikasi', 'nya', 'atau', 'tidak', 'usah', 'sama', 'sekali', 'tidak', 'begitu', 'penting', 'kok']","['aplikasi', 'pelayanan', 'publik', 'update', 'pakai', 'aplikasi', 'kalangan', 'menengah', 'kebawah', 'paket', 'internet', 'minim', 'update', 'terusan', 'tekor', 'paketnya', 'suruh', 'bayar', 'aplikasi', 'beli', 'aplikasi', 'pengguna', 'bus', 'transjogja', 'transjogja', 'tolong', 'diperbaiki', 'aplikasi']","['aplikasi', 'layan', 'publik', 'update', 'pakai', 'aplikasi', 'kalang', 'tengah', 'bawah', 'paket', 'internet', 'minim', 'update', 'terus', 'tekor', 'paket', 'suruh', 'bayar', 'aplikasi', 'beli', 'aplikasi', 'guna', 'bus', 'transjogja', 'transjogja', 'tolong', 'baik', 'aplikasi']",aplikasi layan publik update pakai aplikasi kalang tengah bawah paket internet minim update terus tekor paket suruh bayar aplikasi beli aplikasi guna bus transjogja transjogja tolong baik aplikasi,28,Neutral
sangat membantu!,4,0,2.3.0,2025-03-26 23:52:22,,,sangat membantu,membantu,"['sangat', 'membantu']",['membantu'],['bantu'],bantu,1,Positive
real aplikasi trims,5,0,2.3.0,2025-03-25 03:38:12,,,real aplikasi terimakasih,real aplikasi terimakasih,"['real', 'aplikasi', 'terimakasih']","['real', 'aplikasi', 'terimakasih']","['real', 'aplikasi', 'terimakasih']",real aplikasi terimakasih,3,Positive
muantaaap...,5,0,2.2.1,2025-03-24 13:52:15,,,muantaaap,muantaaap,['muantaaap'],['muantaaap'],['muantaaap'],muantaaap,1,Positive
transportasi publik yang sangat nyaman dan sangat keren. mantap trans jogja. jogjakarta keren,5,0,2.3.0,2025-03-23 09:06:24,,,transportasi publik yang sangat nyaman dan sangat keren mantap transjogja transjogja jogjakarta keren,transportasi publik nyaman keren mantap transjogja transjogja jogjakarta keren,"['transportasi', 'publik', 'yang', 'sangat', 'nyaman', 'dan', 'sangat', 'keren', 'mantap', 'transjogja', 'transjogja', 'jogjakarta', 'keren']","['transportasi', 'publik', 'nyaman', 'keren', 'mantap', 'transjogja', 'transjogja', 'jogjakarta', 'keren']","['transportasi', 'publik', 'nyaman', 'keren', 'mantap', 'transjogja', 'transjogja', 'jogjakarta', 'keren']",transportasi publik nyaman keren mantap transjogja transjogja jogjakarta keren,9,Positive
sangat akurat dan sangat membantu sekali. terima kasih trans jogja. sukses selalu ya...,5,0,2.3.0,2025-03-21 13:02:33,,,sangat akurat dan sangat membantu sekali terimakasih transjogja transjogja sukses selalu ya,akurat membantu terimakasih transjogja transjogja sukses,"['sangat', 'akurat', 'dan', 'sangat', 'membantu', 'sekali', 'terimakasih', 'transjogja', 'transjogja', 'sukses', 'selalu', 'ya']","['akurat', 'membantu', 'terimakasih', 'transjogja', 'transjogja', 'sukses']","['akurat', 'bantu', 'terimakasih', 'transjogja', 'transjogja', 'sukses']",akurat bantu terimakasih transjogja transjogja sukses,6,Positive
tolong dong yang di tpb letjen suprapto deket rs gedong tengen rute nya di perjelas lagi. masa iya semua muncul sampe yang di arah lain muncul. aku udah kebiasaan nunggu disitu habis pulang kampus. jadinya sering ke php karena gak jelas bis nya muncul kapan.,1,0,2.3.0,2025-03-14 09:40:07,,,tolong dong yang di tpb letjen suprapto deket rs gedong tengen rute nya di perjelas lagi masa iya semua muncul sampai yang di arah lain muncul saya udah kebiasaan menunggu disitu habis pulang kampus jadinya sering ke php karena tidak jelas bus nya muncul kapan,tolong tpb letjen suprapto deket rs gedong tengen rute perjelas iya muncul arah muncul udah kebiasaan menunggu disitu habis pulang kampus php bus muncul,"['tolong', 'dong', 'yang', 'di', 'tpb', 'letjen', 'suprapto', 'deket', 'rs', 'gedong', 'tengen', 'rute', 'nya', 'di', 'perjelas', 'lagi', 'masa', 'iya', 'semua', 'muncul', 'sampai', 'yang', 'di', 'arah', 'lain', 'muncul', 'saya', 'udah', 'kebiasaan', 'menunggu', 'disitu', 'habis', 'pulang', 'kampus', 'jadinya', 'sering', 'ke', 'php', 'karena', 'tidak', 'jelas', 'bus', 'nya', 'muncul', 'kapan']","['tolong', 'tpb', 'letjen', 'suprapto', 'deket', 'rs', 'gedong', 'tengen', 'rute', 'perjelas', 'iya', 'muncul', 'arah', 'muncul', 'udah', 'kebiasaan', 'menunggu', 'disitu', 'habis', 'pulang', 'kampus', 'php', 'bus', 'muncul']","['tolong', 'tpb', 'letjen', 'suprapto', 'deket', 'rs', 'gedong', 'tengen', 'rute', 'jelas', 'iya', 'muncul', 'arah', 'muncul', 'udah', 'biasa', 'tunggu', 'situ', 'habis', 'pulang', 'kampus', 'php', 'bus', 'muncul']",tolong tpb letjen suprapto deket rs gedong tengen rute jelas iya muncul arah muncul udah biasa tunggu situ habis pulang kampus php bus muncul,24,Negative
trans jogja top mantap is the best,5,0,2.3.0,2025-03-13 01:01:30,,,transjogja transjogja top mantap is the best,transjogja transjogja top mantap is the best,"['transjogja', 'transjogja', 'top', 'mantap', 'is', 'the', 'best']","['transjogja', 'transjogja', 'top', 'mantap', 'is', 'the', 'best']","['transjogja', 'transjogja', 'top', 'mantap', 'is', 'the', 'best']",transjogja transjogja top mantap is the best,7,Positive
"aplikasinya sangat membantu, saya jadi bisa tahu rute dan lokasi busnya, jadi saya lebih tenang saat menunggu krn nisa melihat lokasi bus yang saya tunggu",5,0,2.3.0,2025-03-12 03:41:06,,,aplikasi sangat membantu saya jadi bisa tahu rute dan lokasi bus jadi saya lebih tenang saat menunggu krn nisa melihat lokasi bus yang saya tunggu,aplikasi membantu rute lokasi bus tenang menunggu krn nisa lokasi bus tunggu,"['aplikasi', 'sangat', 'membantu', 'saya', 'jadi', 'bisa', 'tahu', 'rute', 'dan', 'lokasi', 'bus', 'jadi', 'saya', 'lebih', 'tenang', 'saat', 'menunggu', 'krn', 'nisa', 'melihat', 'lokasi', 'bus', 'yang', 'saya', 'tunggu']","['aplikasi', 'membantu', 'rute', 'lokasi', 'bus', 'tenang', 'menunggu', 'krn', 'nisa', 'lokasi', 'bus', 'tunggu']","['aplikasi', 'bantu', 'rute', 'lokasi', 'bus', 'tenang', 'tunggu', 'krn', 'nisa', 'lokasi', 'bus', 'tunggu']",aplikasi bantu rute lokasi bus tenang tunggu krn nisa lokasi bus tunggu,12,Positive
